1,683	104,4	-595,6
1,700	112,9	-595,0
1,716	119,9	-594,3
1,733	126,8	-594,4
1,750	133,2	-593,9
1,766	139,3	-594,1
1,783	144,9	-593,3
1,799	149,8	-592,8
1,816	153,9	-591,9
1,833	158,8	-590,9
1,849	162,9	-591,3
1,866	166,3	-591,8
1,883	169,3	-592,4
1,899	171,8	-593,0
1,916	172,5	-593,5
1,933	173,8	-593,7
1,949	174,2	-593,5
1,966	174,6	-593,3
1,983	173,3	-592,8
1,999	170,9	-592,2
2,016	168,6	-591,7
2,033	165,1	-592,1
2,049	161,7	-593,0
2,066	158,5	-593,5
2,083	154,1	-594,2
2,099	150,0	-594,2
2,116	145,5	-594,5
2,133	140,4	-595,6
2,149	134,5	-596,3
2,166	127,2	-597,1
2,183	121,1	-597,4
2,199	112,0	-598,9
2,216	105,0	-598,8
2,233	96,19	-599,9
2,249	88,08	-600,5
2,266	79,37	-601,3
2,283	69,49	-601,9
2,299	59,59	-602,7
2,316	49,07	-603,0
2,333	38,35	-603,5
2,349	27,87	-604,0
2,366	17,29	-605,4
2,383	5,764	-606,7
2,399	-4,993	-606,8
2,416	-15,68	-607,1
2,433	-26,73	-607,1
2,449	-38,69	-607,3
2,466	-50,60	-607,6
2,483	-61,82	-608,0
2,499	-73,30	-607,7
2,516	-84,56	-607,8
2,533	-94,87	-608,4
2,549	-106,0	-608,0
2,566	-118,0	-608,0
2,583	-128,6	-607,6
2,599	-139,1	-607,3
2,616	-151,7	-607,1
2,633	-161,2	-606,7
2,649	-172,8	-606,0
2,666	-181,4	-605,4
2,683	-190,4	-605,3
2,699	-199,2	-605,7
2,716	-207,2	-605,7
2,733	-215,5	-605,0
2,749	-221,9	-605,2
2,766	-228,3	-604,3
2,783	-234,3	-604,4
2,799	-240,9	-605,0
2,816	-244,9	-604,2
2,833	-250,2	-604,2
2,849	-253,8	-603,5
2,866	-258,1	-603,6
2,883	-261,8	-603,1
2,899	-264,5	-603,2
2,916	-266,2	-603,2
2,933	-268,0	-603,3
2,949	-269,0	-603,1
2,966	-269,4	-603,1
2,982	-269,6	-603,1
2,999	-268,6	-602,2
3,016	-267,2	-602,1
3,032	-265,5	-602,3
3,049	-261,8	-602,1
3,066	-258,6	-601,9
3,082	-254,5	-601,4
3,099	-249,7	-601,1
3,116	-244,5	-600,6
3,132	-239,2	-600,8
3,149	-233,9	-600,8
3,166	-227,7	-600,9
3,182	-221,3	-601,2
3,199	-213,4	-600,6
3,216	-206,5	-601,1
3,232	-197,5	-600,6
3,249	-189,9	-600,9
3,266	-179,8	-599,4
3,282	-171,0	-599,3
3,299	-160,5	-598,5
3,316	-151,6	-599,1
3,332	-141,6	-599,0
3,349	-130,3	-599,5
3,366	-120,6	-599,3
3,382	-109,8	-599,2
3,399	-98,92	-599,0
3,416	-87,79	-598,9
3,432	-77,72	-599,1
3,449	-67,12	-599,2
3,466	-55,48	-599,5
3,482	-45,97	-599,0
3,499	-35,82	-599,0
3,516	-25,31	-598,4
3,532	-15,94	-597,3
3,549	-5,935	-596,4
3,566	2,972	-597,2
3,582	13,19	-597,1
3,599	22,95	-597,2
3,616	32,06	-596,9
3,632	41,71	-597,2
3,649	50,64	-597,3
3,666	59,55	-597,4
3,682	68,54	-597,0
3,699	77,41	-596,7
3,716	84,24	-596,9
3,732	92,63	-597,0
3,749	99,51	-598,2
3,766	106,9	-598,2
3,782	112,6	-598,3
3,799	117,9	-598,7
3,816	122,8	-598,5
3,832	126,9	-598,1
3,849	131,5	-597,7
3,866	134,2	-597,0
3,882	136,5	-596,9
3,899	138,7	-596,5
3,916	139,4	-596,3
3,932	140,4	-596,2
3,949	140,8	-596,5
3,966	140,9	-596,6
3,982	140,7	-596,7
3,999	139,6	-597,9
4,016	138,5	-598,2
4,032	135,5	-599,1
4,049	133,6	-599,3
4,066	129,7	-600,1
4,082	126,8	-600,7
4,099	122,3	-600,9
4,116	117,2	-601,4
4,132	111,2	-601,8
4,149	105,7	-602,3
4,165	99,51	-603,3
4,182	93,27	-603,2
4,199	86,31	-603,7
4,215	78,59	-604,1
4,232	70,11	-604,8
4,249	62,24	-605,5
4,265	52,28	-606,0
4,282	43,78	-606,4
4,299	34,01	-607,3
4,315	24,54	-607,7
4,332	14,70	-607,5
4,349	3,123	-607,9
4,365	-5,803	-608,2
4,382	-17,82	-610,0
4,399	-27,05	-610,5
4,415	-38,16	-610,3
4,432	-51,12	-610,1
4,449	-60,96	-610,3
4,465	-71,47	-609,5
4,482	-84,55	-610,1
4,499	-95,77	-610,5
4,515	-107,2	-611,1
4,532	-118,8	-610,9
4,549	-129,2	-611,7
4,565	-140,6	-612,0
4,582	-150,4	-611,6
4,599	-162,3	-611,2
4,615	-170,5	-610,6
4,632	-180,6	-610,8
4,649	-190,0	-610,3
4,665	-199,1	-610,6
4,682	-207,7	-610,1
4,699	-215,2	-609,7
4,715	-223,8	-609,2
4,732	-231,4	-609,3
4,749	-238,1	-609,3
4,765	-244,0	-608,9
4,782	-250,1	-609,2
4,799	-254,6	-608,4
4,815	-260,4	-608,1
4,832	-264,1	-607,8
4,849	-268,4	-607,5
4,865	-272,4	-607,2
4,882	-273,7	-606,2
4,899	-276,6	-606,1
4,915	-277,8	-605,9
4,932	-279,2	-604,5
4,949	-280,4	-604,2
4,965	-280,5	-603,9
4,982	-280,2	-603,7
4,999	-279,8	-603,2
5,015	-278,9	-602,8
5,032	-276,7	-602,1
5,049	-273,7	-601,3
5,065	-270,8	-600,4
5,082	-267,6	-599,4
5,099	-264,4	-599,1
5,115	-259,5	-598,9
5,132	-253,8	-599,0
5,149	-247,7	-599,2
5,165	-241,4	-599,2
5,182	-235,0	-599,2
5,199	-227,7	-598,5
5,215	-220,2	-598,3
5,232	-211,6	-597,6
5,249	-203,8	-597,9
5,265	-194,8	-597,8
5,282	-185,7	-598,2
5,299	-176,1	-598,1
5,315	-165,5	-597,6
5,332	-155,6	-596,5
5,348	-145,7	-596,3
5,365	-135,4	-595,6
5,382	-125,1	-595,2
5,398	-114,7	-595,2
5,415	-104,5	-594,5
5,432	-94,07	-594,3
5,448	-83,80	-594,0
5,465	-72,61	-594,3
5,482	-62,23	-594,3
5,498	-50,79	-593,0
5,515	-40,10	-592,6
5,532	-31,13	-591,2
5,548	-20,82	-589,9
5,565	-10,47	-589,5
5,582	-0,648	-589,3
5,598	9,934	-588,7
5,615	20,07	-588,4
5,632	29,14	-588,9
5,648	38,33	-589,2
5,665	48,19	-589,4
5,682	57,13	-589,0
5,698	66,28	-589,2
5,715	75,12	-590,0
5,732	83,67	-589,7
5,748	90,26	-589,9
5,765	97,58	-590,4
5,782	103,9	-590,3
5,798	109,2	-590,2
5,815	113,6	-591,0
5,832	117,6	-591,0
5,848	121,6	-591,2
5,865	124,6	-591,3
5,882	127,4	-590,6
5,898	129,0	-590,4
5,915	130,0	-590,0
5,932	131,6	-590,2
5,948	132,3	-590,1
5,965	133,2	-590,5
5,982	133,3	-590,6
5,998	132,7	-591,3
6,015	131,7	-591,7
6,032	129,1	-592,9
6,048	127,1	-593,8
6,065	124,5	-594,9
6,082	122,2	-595,0
6,098	119,0	-595,2
6,115	114,6	-596,1
6,132	109,7	-596,3
6,148	103,0	-597,0
6,165	98,06	-597,2
6,182	91,65	-597,8
6,198	84,13	-598,0
6,215	77,43	-598,1
6,232	70,65	-598,8
6,248	61,37	-599,1
6,265	53,42	-599,3
6,282	45,12	-599,9
6,298	36,09	-600,9
6,315	27,48	-601,4
6,332	18,70	-601,5
6,348	7,666	-602,3
6,365	-0,826	-601,4
6,382	-10,10	-602,3
6,398	-19,96	-603,0
6,415	-30,61	-604,0
6,432	-40,70	-605,0
6,448	-51,42	-605,4
6,465	-60,84	-605,2
6,482	-70,94	-605,3
6,498	-81,51	-605,6
6,515	-92,29	-605,2
6,531	-103,7	-605,2
6,548	-115,1	-606,3
6,565	-124,4	-606,0
6,581	-134,1	-605,7
6,598	-144,5	-605,9
6,615	-153,4	-605,2
6,631	-163,2	-605,3
6,648	-172,4	-605,4
6,665	-180,5	-605,3
6,681	-188,7	-605,2
6,698	-195,7	-604,5
6,715	-203,6	-604,1
6,731	-211,3	-604,2
6,748	-217,4	-603,6
6,765	-221,9	-602,3
6,781	-229,5	-603,1
6,798	-234,4	-602,4
6,815	-239,7	-602,1
6,831	-243,6	-602,2
6,848	-247,2	-601,6
6,865	-250,6	-600,9
6,881	-253,3	-600,7
6,898	-256,0	-600,3
6,915	-257,5	-599,9
6,931	-258,4	-599,2
6,948	-258,9	-598,2
6,965	-258,9	-597,4
6,981	-258,4	-597,4
6,998	-258,1	-597,7
7,015	-257,0	-597,4
7,031	-254,1	-596,8
7,048	-251,9	-596,4
7,065	-249,0	-595,8
7,081	-244,7	-595,5
7,098	-241,0	-594,3
7,115	-235,5	-594,6
7,131	-229,9	-594,8
7,148	-224,6	-595,2
7,165	-217,3	-595,3
7,181	-211,8	-594,9
7,198	-204,8	-594,9
7,215	-197,3	-594,7
7,231	-190,8	-594,9
7,248	-181,3	-594,7
7,265	-173,5	-594,6
7,281	-164,8	-594,2
7,298	-156,3	-594,5
7,315	-145,9	-594,4
7,331	-137,2	-594,4
7,348	-128,3	-594,0
7,365	-118,3	-594,3
7,381	-108,1	-594,2
7,398	-97,78	-594,3
7,415	-86,76	-594,1
7,431	-76,61	-594,7
7,448	-64,53	-594,5
7,465	-55,32	-595,0
7,481	-44,23	-594,8
7,498	-34,41	-595,2
7,515	-23,19	-595,5
7,531	-13,68	-595,7
7,548	-2,526	-595,8
7,565	6,648	-596,1
7,581	17,76	-595,7
7,598	27,46	-596,4
7,615	37,07	-596,3
7,631	45,79	-596,3
7,648	54,92	-596,3
7,665	63,39	-596,0
7,681	72,41	-595,8
7,698	80,42	-594,9
7,714	88,48	-595,7
7,731	96,44	-595,8
7,748	103,2	-596,3
7,764	109,6	-597,0
7,781	116,3	-596,9
7,798	121,9	-597,5
7,814	127,6	-597,0
7,831	132,1	-597,4
7,848	137,4	-598,4
7,864	141,4	-598,9
7,881	144,7	-599,8
7,898	147,2	-600,2
7,914	149,4	-600,5
7,931	150,7	-600,7
7,948	151,4	-601,2
7,964	151,7	-601,8
7,981	151,9	-602,3
7,998	151,8	-602,8
8,014	150,9	-603,5
8,031	149,2	-605,2
8,048	147,6	-605,8
8,064	144,8	-606,2
8,081	140,6	-607,1
8,098	137,2	-607,2
8,114	132,8	-608,4
8,131	127,9	-609,3
8,148	122,6	-610,3
8,164	116,9	-610,9
8,181	109,5	-611,4
8,198	103,7	-612,0
8,214	95,98	-613,4
8,231	88,04	-614,9
8,248	80,51	-614,9
8,264	70,86	-616,3
8,281	62,78	-616,6
8,298	54,29	-616,4
8,314	44,23	-617,5
8,331	33,95	-618,0
8,348	24,59	-619,1
8,364	14,43	-620,2
8,381	3,851	-620,1
8,398	-6,629	-620,3
8,414	-16,63	-620,7
8,431	-27,84	-620,3
8,448	-38,33	-620,5
8,464	-49,23	-621,2
8,481	-59,35	-621,4
8,498	-70,23	-622,5
8,514	-80,01	-622,5
8,531	-90,03	-623,1
8,548	-100,5	-623,3
8,564	-111,2	-623,2
8,581	-120,8	-624,0
8,598	-130,7	-624,4
8,614	-138,9	-624,4
8,631	-149,1	-625,1
8,648	-158,1	-624,5
8,664	-167,7	-624,6
8,681	-176,5	-625,1
8,698	-184,9	-625,3
8,714	-193,8	-625,3
8,731	-201,6	-625,4
8,748	-208,9	-625,2
8,764	-215,1	-625,6
8,781	-221,7	-625,2
8,798	-226,8	-625,4
8,814	-231,0	-625,4
8,831	-235,9	-625,3
8,848	-240,5	-625,4
8,864	-244,4	-626,1
8,881	-247,5	-626,1
8,897	-249,2	-625,8
8,914	-252,0	-626,3
8,931	-253,3	-627,7
8,947	-254,2	-628,3
8,964	-255,3	-628,3
8,981	-255,6	-628,9
8,997	-255,1	-629,4
9,014	-253,8	-629,0
9,031	-252,3	-629,4
9,047	-249,3	-629,6
9,064	-247,2	-629,8
9,081	-243,5	-629,5
9,097	-240,1	-629,6
9,114	-236,3	-629,2
9,131	-231,2	-628,5
9,147	-225,5	-628,7
9,164	-219,5	-628,6
9,181	-214,0	-629,4
9,197	-207,7	-629,2
9,214	-199,7	-629,6
9,231	-192,5	-630,1
9,247	-184,7	-630,3
9,264	-176,7	-629,9
9,281	-168,3	-630,1
9,297	-159,7	-630,1
9,314	-150,6	-630,2
9,331	-141,6	-631,0
9,347	-130,7	-630,6
9,364	-121,8	-631,0
9,381	-111,5	-630,9
9,397	-101,1	-630,6
9,414	-90,53	-629,5
9,431	-81,40	-629,4
9,447	-71,63	-629,3
9,464	-61,34	-629,1
9,481	-51,49	-629,2
9,497	-41,30	-629,1
9,514	-31,59	-628,5
9,531	-22,70	-627,9
9,547	-12,19	-627,6
9,564	-2,506	-627,3
9,581	7,115	-626,9
9,597	16,30	-627,5
9,614	25,15	-626,9
9,631	34,46	-626,6
9,647	42,79	-626,1
9,664	51,49	-624,7
9,681	58,49	-624,9
9,697	65,71	-624,4
9,714	73,15	-624,4
9,731	79,02	-624,1
9,747	85,52	-623,9
9,764	91,55	-623,8
9,781	97,00	-622,8
9,797	102,6	-623,1
9,814	106,6	-623,0
9,831	110,5	-622,2
9,847	113,7	-621,9
9,864	116,9	-621,2
9,881	119,5	-619,6
9,897	121,1	-619,9
9,914	122,6	-619,5
9,931	123,0	-619,4
9,947	122,9	-618,7
9,964	122,5	-618,2
9,981	122,3	-618,0
9,997	121,4	-617,8
10,014	119,6	-617,2
10,031	117,5	-616,6
10,047	113,8	-617,3
10,064	110,7	-617,4
10,080	106,3	-617,0
10,097	101,8	-617,2
10,114	97,45	-616,7
10,130	91,60	-616,4
10,147	85,35	-616,4
10,164	78,12	-616,1
10,180	70,69	-616,3
10,197	62,90	-616,3
10,214	55,71	-615,7
10,230	46,83	-615,2
10,247	40,13	-614,4
10,264	32,29	-614,7
10,280	23,48	-615,2
10,297	16,10	-615,2
10,314	6,985	-616,1
10,330	-2,239	-616,5
10,347	-10,32	-616,5
10,364	-18,36	-615,7
10,380	-28,79	-616,1
10,397	-37,65	-616,3
10,414	-46,35	-616,5
10,430	-55,35	-616,3
10,447	-64,74	-616,2
10,464	-74,37	-616,6
10,480	-83,66	-616,2
10,497	-93,54	-616,2
10,514	-101,5	-615,6
10,530	-111,1	-615,3
10,547	-119,8	-615,1
10,564	-130,1	-615,2
10,580	-139,2	-615,3
10,597	-147,5	-614,4
10,614	-158,0	-614,2
10,630	-167,3	-613,3
10,647	-176,6	-612,3
10,664	-184,9	-612,5
10,680	-192,7	-612,1
10,697	-200,1	-612,5
10,714	-207,4	-612,2
10,730	-215,2	-612,5
10,747	-221,9	-612,3
10,764	-227,5	-612,1
10,780	-232,3	-612,2
10,797	-237,4	-612,0
10,814	-241,4	-612,1
10,830	-245,5	-612,0
10,847	-248,8	-612,0
10,864	-250,2	-612,6
10,880	-251,0	-612,0
10,897	-250,6	-612,4
10,914	-251,3	-612,3
10,930	-251,4	-612,4
10,947	-251,4	-612,4
10,964	-251,3	-612,4
10,980	-250,3	-612,7
10,997	-249,4	-612,8
11,014	-249,5	-613,1
11,030	-248,6	-613,2
11,047	-247,5	-613,3
11,064	-244,9	-612,9
11,080	-243,8	-613,5
11,097	-242,2	-613,4
11,114	-240,1	-612,2
11,130	-236,8	-611,3
11,147	-232,1	-610,8
11,164	-228,1	-610,6
11,180	-223,0	-611,4
11,197	-217,0	-611,3
11,214	-209,9	-611,4
11,230	-203,1	-612,2
11,247	-195,4	-612,5
11,263	-187,2	-613,4
11,280	-179,1	-614,2
11,297	-169,6	-615,2
11,313	-160,3	-616,4
11,330	-150,0	-617,6
11,347	-140,8	-618,0
11,363	-130,7	-619,3
11,380	-120,1	-621,1
11,397	-109,2	-622,4
11,413	-98,97	-622,9
11,430	-87,98	-622,9
11,447	-77,75	-623,4
11,463	-68,52	-624,2
11,480	-58,13	-624,4
11,497	-46,88	-624,4
11,513	-36,79	-625,5
11,530	-27,13	-626,2
11,547	-16,02	-626,8
11,563	-5,933	-627,0
11,580	4,088	-627,4
11,597	14,21	-628,0
11,613	24,86	-629,6
11,630	31,46	-631,5
11,647	42,17	-631,1
11,663	50,25	-632,0
11,680	59,42	-633,5
11,697	68,11	-634,1
11,713	75,30	-635,9
11,730	81,98	-637,3
11,747	90,26	-637,5
11,763	95,99	-638,9
11,780	103,1	-639,4
11,797	109,0	-640,9
11,813	113,6	-642,6
11,830	118,1	-643,5
11,847	122,2	-644,6
11,863	125,8	-645,5
11,880	127,2	-646,2
11,897	129,7	-646,6
11,913	131,2	-647,2
11,930	132,3	-648,2
11,947	133,7	-648,7
11,963	134,2	-650,0
11,980	134,9	-650,8
11,997	135,1	-651,4
12,013	134,7	-652,7
12,030	132,6	-654,2
12,047	131,4	-654,3
12,063	129,6	-654,6
12,080	126,8	-655,6
12,097	123,4	-656,5
12,113	119,4	-657,6
12,130	115,1	-658,4
12,147	109,6	-660,1
12,163	103,9	-661,2
12,180	97,38	-662,0
12,197	91,58	-662,4
12,213	84,90	-663,4
12,230	78,12	-664,3
12,247	71,04	-665,3
12,263	62,52	-666,4
12,280	54,06	-667,0
12,297	45,08	-667,8
12,313	36,05	-669,0
12,330	26,67	-670,1
12,347	17,47	-671,3
12,363	6,869	-673,2
12,380	-2,494	-673,0
12,397	-14,08	-675,3
12,413	-23,13	-675,4
12,430	-34,01	-675,1
12,446	-44,28	-675,5
12,463	-55,64	-675,9
12,480	-65,78	-675,4
12,496	-75,73	-675,2
12,513	-87,47	-675,4
12,530	-97,38	-675,1
12,546	-107,8	-675,9
12,563	-116,9	-675,3
12,580	-126,6	-675,3
12,596	-135,3	-675,3
12,613	-144,2	-675,2
12,630	-153,5	-675,1
12,646	-161,2	-674,6
12,663	-169,2	-674,6
12,680	-177,0	-673,8
12,696	-184,9	-673,9
12,713	-192,0	-673,7
12,730	-199,6	-672,5
12,746	-206,2	-671,5
12,763	-212,2	-670,4
12,780	-218,1	-669,6
12,796	-223,9	-668,3
12,813	-228,6	-667,2
12,830	-233,5	-666,3
12,846	-237,5	-665,2
12,863	-240,5	-664,6
12,880	-243,4	-664,1
12,896	-244,9	-663,3
12,913	-246,4	-662,7
12,930	-247,4	-661,3
12,946	-247,9	-660,1
12,963	-247,9	-659,8
12,980	-247,1	-659,7
12,996	-246,4	-659,1
13,013	-245,1	-658,7
13,030	-243,2	-657,7
13,046	-240,4	-656,7
13,063	-236,7	-656,1
13,080	-233,5	-655,3
13,096	-229,1	-654,8
13,113	-223,7	-653,4
13,130	-218,0	-652,3
13,146	-213,5	-652,2
13,163	-207,8	-651,0
13,180	-200,9	-650,3
13,196	-193,7	-650,2
13,213	-186,0	-649,4
13,230	-178,8	-649,0
13,246	-169,6	-648,4
13,263	-161,1	-648,2
13,280	-152,5	-647,3
13,296	-144,7	-647,1
13,313	-135,0	-646,2
13,330	-125,7	-646,3
13,346	-116,0	-646,3
13,363	-106,7	-646,0
13,380	-95,50	-645,3
13,396	-85,26	-644,7
13,413	-75,27	-644,6
13,430	-65,44	-643,4
13,446	-54,60	-642,4
13,463	-45,66	-642,0
13,480	-35,47	-641,2
13,496	-24,66	-641,1
13,513	-14,60	-640,3
13,530	-5,673	-639,9
13,546	4,232	-639,2
13,563	13,68	-639,1
13,580	23,92	-638,7
13,596	32,49	-637,9
13,613	42,76	-637,7
13,629	51,39	-637,2
13,646	60,88	-637,4
13,663	70,12	-637,6
13,679	77,87	-638,5
13,696	86,04	-638,1
13,713	94,62	-638,4
13,729	101,7	-639,0
13,746	108,2	-639,3
13,763	114,9	-639,7
13,779	120,0	-639,4
13,796	125,4	-638,9
13,813	130,3	-639,1
13,829	135,4	-639,4
13,846	139,6	-639,2
13,863	143,4	-639,5
13,879	147,2	-639,3
13,896	149,7	-640,4
13,913	152,8	-640,8
13,929	154,7	-641,3
13,946	155,7	-641,6
13,963	156,3	-642,0
13,979	157,9	-642,6
13,996	158,2	-643,0
14,013	157,9	-644,3
14,029	157,1	-644,4
14,046	155,5	-645,3
14,063	153,6	-646,3
14,079	150,8	-646,5
14,096	148,1	-647,1
14,113	144,0	-647,7
14,129	138,7	-648,1
14,146	134,7	-647,7
14,163	129,1	-647,2
14,179	123,5	-647,4
14,196	117,1	-647,3
14,213	110,7	-647,8
14,229	103,5	-648,7
14,246	96,28	-649,8
14,263	88,29	-650,1
14,279	80,22	-650,9
14,296	71,86	-650,7
14,313	62,14	-652,0
14,329	53,34	-652,9
14,346	45,07	-653,3
14,363	35,39	-653,4
14,379	25,98	-653,7
14,396	15,64	-653,5
14,413	4,769	-654,4
14,429	-5,028	-654,6
14,446	-16,58	-654,0
14,463	-26,64	-654,2
14,479	-36,37	-654,6
14,496	-48,37	-654,5
14,513	-59,30	-654,5
14,529	-69,00	-654,1
14,546	-79,59	-653,9
14,563	-90,03	-653,5
14,579	-98,99	-653,1
14,596	-108,1	-653,7
14,613	-118,1	-654,4
14,629	-126,5	-653,7
14,646	-136,1	-654,6
14,663	-143,3	-653,6
14,679	-152,4	-653,5
14,696	-160,5	-653,3
14,713	-168,2	-652,5
14,729	-175,2	-652,1
14,746	-182,8	-651,3
14,763	-189,5	-651,1
14,779	-195,4	-651,1
14,796	-200,8	-650,5
14,812	-205,4	-650,4
14,829	-210,5	-649,5
14,846	-214,1	-648,6
14,862	-217,5	-647,6
14,879	-220,7	-647,1
14,896	-223,7	-646,3
14,912	-225,5	-645,4
14,929	-226,9	-645,0
14,946	-227,6	-644,5
14,962	-228,4	-644,3
14,979	-229,2	-644,2
14,996	-228,9	-643,4
15,012	-228,2	-643,2
15,029	-227,1	-642,5
15,046	-224,3	-641,8
15,062	-221,8	-641,5
15,079	-218,3	-641,7
15,096	-215,5	-642,1
15,112	-211,1	-641,7
15,129	-207,0	-641,3
15,146	-203,1	-641,2
15,162	-196,8	-641,2
15,179	-191,4	-641,0
15,196	-185,6	-641,1
15,212	-178,3	-641,3
15,229	-172,0	-641,0
15,246	-165,1	-640,5
15,262	-157,0	-639,1
15,279	-148,7	-639,6
15,296	-140,8	-639,4
15,312	-132,6	-639,0
15,329	-123,7	-639,3
15,346	-114,0	-639,1
15,362	-104,9	-639,5
15,379	-94,54	-639,3
15,396	-85,09	-639,4
15,412	-74,72	-639,3
15,429	-65,71	-639,9
15,446	-55,00	-639,9
15,462	-44,75	-640,3
15,479	-33,76	-640,1
15,496	-23,93	-640,3
15,512	-14,17	-640,9
15,529	-4,089	-641,1
15,546	5,820	-640,1
15,562	14,42	-639,9
15,579	23,57	-639,2
15,596	32,52	-639,1
15,612	42,11	-638,1
15,629	50,91	-638,7
15,646	59,95	-639,2
15,662	67,88	-639,3
15,679	76,51	-638,7
15,696	84,32	-638,9
15,712	92,53	-639,1
15,729	100,8	-639,2
15,746	108,1	-639,6
15,762	114,8	-640,5
15,779	121,0	-641,1
15,796	126,6	-642,0
15,812	131,7	-642,1
15,829	137,0	-642,0
15,846	141,3	-642,6
15,862	144,9	-643,3
15,879	147,1	-643,9
15,896	150,0	-643,8
15,912	152,7	-644,7
15,929	153,9	-644,6
15,946	154,5	-644,5
15,962	155,2	-644,4
15,979	155,5	-644,7
